shipment_id,order_id,warehouse_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_lbs,status
14697,39746,5,OnTrac,1Z516AA985919304,2023-12-04 04:10:00,2023-12-09 04:10:00,2023-12-08 04:10:00,18.83,17.56,Delivered
14698,17315,3,DHL,1Z491AA478403054,2024-10-18 19:37:00,2024-10-21 19:37:00,2024-10-20 19:37:00,8.56,22.92,Delivered
14699,31691,5,FedEx,1Z912AA776572408,2023-03-12 03:00:00,2023-03-15 03:00:00,2023-03-18 03:00:00,12.8,11.88,Delivered
14700,8668,1,FedEx,1Z879AA357144220,2024-07-20 22:42:00,2024-07-24 22:42:00,2024-07-25 22:42:00,13.81,8.6,Delivered
14701,24280,4,DHL,1Z707AA638835532,2023-10-12 00:15:00,2023-10-19 00:15:00,2023-10-22 00:15:00,10.0,22.6,Delivered
14702,4107,2,DHL,1Z544AA341356481,2024-08-17 05:54:00,2024-08-20 05:54:00,2024-08-20 05:54:00,12.41,5.17,Delivered
14703,15815,1,OnTrac,1Z791AA786556704,2024-08-12 02:14:00,2024-08-14 02:14:00,,14.61,13.26,Returned
14704,13370,5,USPS,1Z787AA937423117,2024-11-27 19:54:00,2024-12-04 19:54:00,2024-12-07 19:54:00,20.26,19.04,Delivered
14705,49206,2,FedEx,1Z760AA387280365,2023-09-20 01:45:00,2023-09-27 01:45:00,2023-09-27 01:45:00,9.82,24.59,Delivered
14706,28119,1,OnTrac,1Z034AA649546632,2023-03-24 05:31:00,2023-03-30 05:31:00,2023-04-02 05:31:00,16.1,6.98,Delivered
14707,23585,1,UPS,1Z367AA366120808,2024-04-17 07:32:00,2024-04-23 07:32:00,2024-04-23 07:32:00,14.65,21.82,Delivered
14708,44217,5,OnTrac,1Z201AA278701184,2023-09-10 23:16:00,2023-09-16 23:16:00,2023-09-19 23:16:00,16.11,18.66,Delivered
14709,5826,4,FedEx,1Z046AA067287909,2024-11-29 10:47:00,2024-12-03 10:47:00,2024-12-04 10:47:00,17.54,3.32,Delivered
14710,18597,1,OnTrac,1Z075AA758024195,2023-10-08 03:57:00,2023-10-11 03:57:00,2023-10-13 03:57:00,7.91,19.41,Delivered
14711,26392,1,UPS,1Z458AA241541065,2024-02-17 09:37:00,2024-02-22 09:37:00,2024-02-22 09:37:00,24.42,13.32,Delivered
14712,11898,2,USPS,1Z249AA549969207,2024-05-08 10:10:00,2024-05-11 10:10:00,2024-05-11 10:10:00,20.17,16.15,Delivered
14713,36169,5,UPS,1Z330AA688452524,2023-03-29 01:23:00,2023-04-01 01:23:00,2023-03-31 01:23:00,16.17,14.65,Delivered
14714,15178,1,USPS,1Z181AA421249284,2024-12-08 10:56:00,2024-12-10 10:56:00,2024-12-12 10:56:00,17.02,11.53,Delivered
14715,11309,3,UPS,1Z529AA243348614,2024-09-06 21:47:00,2024-09-11 21:47:00,,7.53,6.24,In Transit
14716,6233,4,DHL,1Z980AA882223388,2024-01-24 17:39:00,2024-01-26 17:39:00,2024-01-27 17:39:00,20.42,2.01,Delivered
14717,34892,1,UPS,1Z126AA314504558,2023-12-21 08:49:00,2023-12-27 08:49:00,,15.83,18.0,In Transit
14718,45142,2,UPS,1Z494AA779277541,2024-12-11 10:54:00,2024-12-15 10:54:00,2024-12-16 10:54:00,5.23,1.45,Delivered
14719,41671,4,DHL,1Z106AA084149830,2024-09-24 12:23:00,2024-09-26 12:23:00,,18.07,6.3,Returned
14720,26576,3,FedEx,1Z201AA602254069,2023-06-11 09:29:00,2023-06-16 09:29:00,2023-06-18 09:29:00,15.81,8.79,Delivered
14721,5590,1,USPS,1Z435AA787672961,2024-02-17 00:25:00,2024-02-22 00:25:00,2024-02-24 00:25:00,10.46,14.9,Delivered
14722,50336,2,USPS,1Z896AA556970151,2023-02-28 04:52:00,2023-03-06 04:52:00,2023-03-05 04:52:00,16.57,14.6,Delivered
14723,5711,4,DHL,1Z750AA946422510,2023-07-14 19:03:00,2023-07-16 19:03:00,2023-07-18 19:03:00,4.43,4.63,Delivered
14724,17410,2,OnTrac,1Z912AA085130187,2023-11-05 10:23:00,2023-11-11 10:23:00,,16.45,24.46,In Transit
14725,33357,5,UPS,1Z254AA554796295,2024-09-16 23:03:00,2024-09-23 23:03:00,2024-09-23 23:03:00,8.71,13.28,Delivered
14726,7325,5,FedEx,1Z158AA356411042,2023-03-11 14:00:00,2023-03-17 14:00:00,2023-03-17 14:00:00,9.79,19.36,Delivered
14727,17549,5,FedEx,1Z147AA190492818,2023-02-06 12:15:00,2023-02-12 12:15:00,2023-02-14 12:15:00,8.28,22.69,Delivered
14728,25563,5,UPS,1Z118AA172756533,2023-06-09 23:12:00,2023-06-11 23:12:00,2023-06-11 23:12:00,23.64,15.98,Delivered
14729,36610,5,FedEx,1Z505AA178761307,2024-11-02 16:31:00,2024-11-07 16:31:00,2024-11-09 16:31:00,15.96,10.99,Delivered
14730,4332,1,UPS,1Z397AA010347550,2024-09-08 10:23:00,2024-09-11 10:23:00,2024-09-13 10:23:00,4.13,22.52,Delivered
14731,21775,4,FedEx,1Z352AA155979204,2023-09-11 11:42:00,2023-09-13 11:42:00,2023-09-12 11:42:00,15.1,16.56,Delivered
14732,11906,4,UPS,1Z404AA808373913,2024-03-25 23:18:00,2024-03-30 23:18:00,,4.63,15.16,Returned
14733,25882,1,UPS,1Z842AA101131656,2023-11-07 22:52:00,2023-11-13 22:52:00,,17.97,22.68,Returned
14734,22076,2,UPS,1Z041AA140150646,2023-08-26 13:38:00,2023-08-30 13:38:00,,23.97,17.83,Returned
14735,15327,5,UPS,1Z520AA247579077,2023-01-19 21:34:00,2023-01-23 21:34:00,,11.52,24.83,In Transit
14736,44536,3,USPS,1Z907AA868612010,2024-06-22 15:53:00,2024-06-28 15:53:00,2024-07-01 15:53:00,19.09,2.58,Delivered
14737,5880,1,OnTrac,1Z578AA932931103,2023-06-29 11:54:00,2023-07-01 11:54:00,2023-07-04 11:54:00,24.58,24.59,Delivered
14738,10946,3,OnTrac,1Z161AA319830858,2024-11-02 21:02:00,2024-11-07 21:02:00,2024-11-07 21:02:00,7.26,2.78,Delivered
14739,52586,1,USPS,1Z049AA624425105,2023-10-23 13:32:00,2023-10-27 13:32:00,2023-10-28 13:32:00,13.56,19.73,Delivered
14740,9400,5,OnTrac,1Z436AA359194431,2024-05-11 16:59:00,2024-05-14 16:59:00,2024-05-17 16:59:00,15.64,19.78,Delivered
14741,42557,2,UPS,1Z517AA121574174,2023-07-16 18:38:00,2023-07-19 18:38:00,2023-07-18 18:38:00,12.74,13.67,Delivered
14742,12043,5,USPS,1Z585AA947674570,2024-08-04 12:42:00,2024-08-08 12:42:00,,18.57,10.8,Returned
14743,39181,4,DHL,1Z668AA114612509,2023-07-06 09:26:00,2023-07-10 09:26:00,2023-07-11 09:26:00,11.73,12.99,Delivered
14744,16982,2,USPS,1Z400AA327101589,2024-11-26 14:37:00,2024-11-30 14:37:00,2024-12-02 14:37:00,7.4,18.97,Delivered
14745,27441,5,DHL,1Z390AA918835072,2024-11-19 15:03:00,2024-11-24 15:03:00,,21.22,1.09,In Transit
14746,50432,2,USPS,1Z113AA575388465,2024-10-14 14:46:00,2024-10-19 14:46:00,,14.09,15.49,Returned
14747,34734,2,DHL,1Z123AA962213632,2024-09-16 12:12:00,2024-09-23 12:12:00,2024-09-25 12:12:00,22.35,6.89,Delivered
14748,38258,1,DHL,1Z699AA715132096,2023-05-26 03:56:00,2023-06-02 03:56:00,2023-06-04 03:56:00,5.28,22.57,Delivered
14749,30970,5,DHL,1Z763AA790381923,2023-03-01 05:36:00,2023-03-08 05:36:00,2023-03-10 05:36:00,7.49,9.57,Delivered
14750,7250,2,DHL,1Z842AA663242858,2024-09-26 15:03:00,2024-10-01 15:03:00,2024-10-01 15:03:00,5.88,13.6,Delivered
14751,49383,3,OnTrac,1Z378AA756436341,2023-07-25 07:18:00,2023-07-29 07:18:00,2023-08-01 07:18:00,5.64,24.38,Delivered
14752,35544,3,DHL,1Z892AA813503547,2023-12-21 22:15:00,2023-12-23 22:15:00,2023-12-25 22:15:00,14.86,4.39,Delivered
14753,43979,3,UPS,1Z163AA243492538,2023-01-08 18:45:00,2023-01-12 18:45:00,2023-01-12 18:45:00,20.93,20.76,Delivered
14754,24641,3,USPS,1Z956AA564486801,2023-09-08 14:47:00,2023-09-15 14:47:00,2023-09-14 14:47:00,13.08,13.23,Delivered
14755,14875,4,FedEx,1Z100AA576879087,2024-03-13 22:09:00,2024-03-16 22:09:00,2024-03-17 22:09:00,10.31,2.55,Delivered
14756,17392,2,UPS,1Z530AA643748408,2024-07-20 07:41:00,2024-07-23 07:41:00,2024-07-24 07:41:00,5.62,13.24,Delivered
14757,36147,3,DHL,1Z117AA452637414,2024-04-29 00:15:00,2024-05-05 00:15:00,2024-05-05 00:15:00,4.58,22.84,Delivered
14758,33537,4,UPS,1Z449AA807845356,2023-08-16 18:27:00,2023-08-21 18:27:00,2023-08-23 18:27:00,19.47,9.27,Delivered
14759,31877,5,OnTrac,1Z789AA513628140,2024-12-11 16:08:00,2024-12-15 16:08:00,2024-12-17 16:08:00,14.3,8.5,Delivered
14760,7854,4,USPS,1Z262AA124599880,2023-02-28 17:52:00,2023-03-02 17:52:00,2023-03-01 17:52:00,24.63,3.4,Delivered
14761,22464,2,FedEx,1Z919AA528393171,2024-11-24 10:57:00,2024-11-30 10:57:00,,19.23,6.72,In Transit
14762,49512,2,FedEx,1Z416AA011650926,2023-02-16 14:28:00,2023-02-22 14:28:00,2023-02-21 14:28:00,9.42,15.91,Delivered
14763,30422,5,FedEx,1Z402AA375388084,2024-09-06 21:35:00,2024-09-09 21:35:00,2024-09-09 21:35:00,20.08,5.47,Delivered
14764,33710,2,FedEx,1Z831AA445035521,2024-12-26 00:18:00,2025-01-02 00:18:00,2025-01-05 00:18:00,17.96,12.53,Delivered
14765,48068,4,UPS,1Z305AA718334998,2024-01-17 06:22:00,2024-01-22 06:22:00,2024-01-21 06:22:00,17.85,1.99,Delivered
14766,11204,3,DHL,1Z517AA319506471,2024-10-21 12:08:00,2024-10-28 12:08:00,,15.2,17.12,In Transit
14767,39078,5,USPS,1Z438AA654105142,2024-08-12 12:17:00,2024-08-14 12:17:00,2024-08-14 12:17:00,12.05,21.64,Delivered
14768,20405,4,UPS,1Z142AA330735901,2024-06-04 15:46:00,2024-06-06 15:46:00,2024-06-07 15:46:00,11.5,22.94,Delivered
14769,3713,1,USPS,1Z668AA400301886,2024-08-07 01:19:00,2024-08-14 01:19:00,2024-08-16 01:19:00,11.9,16.0,Delivered
14770,26703,4,FedEx,1Z622AA892750772,2023-06-15 00:11:00,2023-06-19 00:11:00,2023-06-20 00:11:00,11.26,2.45,Delivered
14771,11032,1,FedEx,1Z883AA641263369,2024-09-24 13:35:00,2024-09-28 13:35:00,,21.11,9.16,In Transit
14772,35969,3,OnTrac,1Z657AA007581823,2024-11-13 10:26:00,2024-11-16 10:26:00,2024-11-19 10:26:00,10.71,18.01,Delivered
14773,10013,5,DHL,1Z637AA946863645,2023-09-02 10:24:00,2023-09-06 10:24:00,2023-09-07 10:24:00,4.45,3.82,Delivered
14774,51520,5,DHL,1Z776AA378080220,2023-05-10 04:27:00,2023-05-15 04:27:00,,20.33,7.76,In Transit
14775,18486,3,USPS,1Z828AA232428462,2023-07-28 04:36:00,2023-08-01 04:36:00,,8.36,24.28,In Transit
14776,37112,1,OnTrac,1Z950AA418871010,2023-12-22 09:34:00,2023-12-24 09:34:00,,24.29,18.31,Returned
14777,4331,2,OnTrac,1Z942AA355464510,2024-10-07 18:02:00,2024-10-10 18:02:00,2024-10-11 18:02:00,24.27,16.6,Delivered
14778,45836,2,OnTrac,1Z731AA267022558,2024-11-14 09:37:00,2024-11-16 09:37:00,2024-11-18 09:37:00,5.22,15.12,Delivered
14779,47098,2,OnTrac,1Z831AA857755119,2024-12-25 15:41:00,2024-12-29 15:41:00,2025-01-01 15:41:00,5.72,16.33,Delivered
14780,9949,1,DHL,1Z657AA302881895,2024-06-14 17:40:00,2024-06-19 17:40:00,2024-06-22 17:40:00,21.07,8.51,Delivered
14781,37398,3,DHL,1Z794AA678784588,2023-09-21 09:16:00,2023-09-28 09:16:00,,17.77,2.49,In Transit
14782,8169,1,UPS,1Z198AA356519342,2023-05-08 11:15:00,2023-05-15 11:15:00,2023-05-18 11:15:00,17.3,23.32,Delivered
14783,18481,3,OnTrac,1Z915AA555011698,2023-03-04 00:05:00,2023-03-10 00:05:00,2023-03-11 00:05:00,18.19,16.81,Delivered
14784,28175,5,USPS,1Z311AA527944644,2024-05-16 21:43:00,2024-05-23 21:43:00,2024-05-22 21:43:00,9.34,2.22,Delivered
14785,18955,5,FedEx,1Z220AA444701894,2024-07-26 03:18:00,2024-07-28 03:18:00,2024-07-30 03:18:00,11.72,2.77,Delivered
14786,15529,5,UPS,1Z422AA249336438,2024-11-12 13:42:00,2024-11-17 13:42:00,2024-11-20 13:42:00,12.77,10.29,Delivered
14787,30235,4,USPS,1Z163AA986637037,2024-12-12 17:34:00,2024-12-19 17:34:00,2024-12-20 17:34:00,17.6,13.82,Delivered
14788,6101,1,FedEx,1Z621AA140179156,2024-11-20 03:38:00,2024-11-22 03:38:00,,13.4,3.04,In Transit
14789,19122,5,USPS,1Z585AA723739873,2023-05-20 17:49:00,2023-05-25 17:49:00,2023-05-25 17:49:00,24.33,14.56,Delivered
14790,25875,5,DHL,1Z315AA230099809,2023-11-06 07:40:00,2023-11-12 07:40:00,,21.63,20.93,Returned
14791,29325,5,FedEx,1Z872AA191597012,2023-12-11 08:07:00,2023-12-17 08:07:00,2023-12-17 08:07:00,9.0,5.18,Delivered
14792,6349,5,UPS,1Z528AA926967336,2023-11-19 02:09:00,2023-11-25 02:09:00,2023-11-27 02:09:00,12.52,7.75,Delivered
14793,50409,1,USPS,1Z285AA751767679,2024-12-20 10:23:00,2024-12-27 10:23:00,,12.47,1.52,In Transit
14794,41391,5,DHL,1Z334AA109451393,2024-04-07 01:02:00,2024-04-09 01:02:00,2024-04-09 01:02:00,23.23,8.98,Delivered
14795,45868,1,DHL,1Z277AA364090170,2024-04-10 22:20:00,2024-04-13 22:20:00,,17.76,15.34,Returned
14796,48366,2,OnTrac,1Z961AA000299710,2023-06-14 12:09:00,2023-06-19 12:09:00,2023-06-20 12:09:00,21.06,17.51,Delivered
14797,36640,5,UPS,1Z038AA377177508,2023-09-09 02:48:00,2023-09-16 02:48:00,2023-09-18 02:48:00,23.18,20.91,Delivered
14798,35639,3,FedEx,1Z156AA404764474,2023-08-13 17:52:00,2023-08-19 17:52:00,2023-08-21 17:52:00,5.08,14.06,Delivered
14799,33367,4,DHL,1Z367AA290942669,2024-11-08 02:38:00,2024-11-13 02:38:00,2024-11-13 02:38:00,13.61,14.69,Delivered
14800,40997,1,DHL,1Z224AA291205086,2023-04-04 01:03:00,2023-04-08 01:03:00,,16.94,2.95,In Transit
14801,13181,2,OnTrac,1Z779AA419454897,2024-07-07 01:32:00,2024-07-13 01:32:00,2024-07-16 01:32:00,14.48,12.37,Delivered
14802,18602,5,OnTrac,1Z117AA625136718,2024-01-18 16:41:00,2024-01-20 16:41:00,2024-01-23 16:41:00,13.53,18.21,Delivered
14803,23451,2,UPS,1Z554AA068923032,2024-03-01 22:40:00,2024-03-04 22:40:00,2024-03-07 22:40:00,12.27,11.56,Delivered
14804,41871,4,USPS,1Z586AA561999349,2023-11-24 13:40:00,2023-11-30 13:40:00,,11.18,11.91,In Transit
14805,23162,3,USPS,1Z171AA372879076,2024-10-04 00:33:00,2024-10-11 00:33:00,,23.92,11.19,Returned
14806,28546,1,DHL,1Z898AA346918214,2024-11-08 11:24:00,2024-11-14 11:24:00,,12.0,13.82,Returned
14807,11080,5,OnTrac,1Z733AA716571675,2023-04-10 16:27:00,2023-04-17 16:27:00,2023-04-16 16:27:00,7.77,20.12,Delivered
14808,35776,4,UPS,1Z783AA785777223,2024-11-15 20:42:00,2024-11-19 20:42:00,2024-11-22 20:42:00,10.64,18.73,Delivered
14809,38175,2,OnTrac,1Z212AA273414565,2024-12-10 03:35:00,2024-12-15 03:35:00,,4.33,1.36,In Transit
14810,9679,4,UPS,1Z529AA468565867,2024-11-28 15:48:00,2024-12-02 15:48:00,2024-12-05 15:48:00,23.19,21.74,Delivered
14811,51847,4,OnTrac,1Z677AA660214390,2024-03-26 23:10:00,2024-03-29 23:10:00,2024-04-01 23:10:00,13.62,15.77,Delivered
14812,19209,1,UPS,1Z179AA307235584,2023-11-16 19:06:00,2023-11-22 19:06:00,2023-11-22 19:06:00,13.62,22.82,Delivered
14813,5811,1,FedEx,1Z856AA089789209,2024-08-07 00:49:00,2024-08-12 00:49:00,,10.01,12.96,Returned
14814,40953,5,DHL,1Z562AA591261955,2024-10-27 19:06:00,2024-11-01 19:06:00,2024-11-03 19:06:00,7.7,16.09,Delivered
14815,33802,3,FedEx,1Z738AA798682162,2024-09-13 03:41:00,2024-09-18 03:41:00,,21.91,1.86,In Transit
14816,28316,3,FedEx,1Z280AA776482568,2024-12-03 10:07:00,2024-12-08 10:07:00,2024-12-07 10:07:00,22.01,21.95,Delivered
14817,29329,3,UPS,1Z642AA602888891,2023-10-23 15:35:00,2023-10-26 15:35:00,2023-10-27 15:35:00,11.16,2.22,Delivered
14818,52556,3,USPS,1Z559AA202268573,2024-11-18 11:38:00,2024-11-25 11:38:00,,17.16,18.49,In Transit
14819,39957,2,FedEx,1Z829AA203572675,2024-12-02 07:38:00,2024-12-05 07:38:00,,13.54,24.04,Returned
14820,44795,2,OnTrac,1Z595AA662014120,2023-03-04 08:06:00,2023-03-08 08:06:00,2023-03-07 08:06:00,14.53,21.97,Delivered
14821,8912,4,USPS,1Z115AA024260071,2023-06-04 09:40:00,2023-06-09 09:40:00,2023-06-11 09:40:00,7.92,21.11,Delivered
14822,36261,2,UPS,1Z835AA947884198,2023-11-29 15:13:00,2023-12-05 15:13:00,,15.55,22.98,In Transit
14823,31130,1,DHL,1Z113AA431580050,2024-10-19 08:56:00,2024-10-23 08:56:00,,11.78,2.03,In Transit
14824,40882,5,DHL,1Z483AA041038026,2024-05-18 14:02:00,2024-05-21 14:02:00,2024-05-21 14:02:00,6.59,7.34,Delivered
14825,51530,5,FedEx,1Z084AA605966373,2023-07-29 07:10:00,2023-08-02 07:10:00,2023-08-03 07:10:00,13.81,20.62,Delivered
14826,7269,5,DHL,1Z440AA743885432,2024-12-03 13:03:00,2024-12-10 13:03:00,2024-12-13 13:03:00,9.28,17.97,Delivered
14827,38987,1,OnTrac,1Z485AA528284089,2024-08-03 19:26:00,2024-08-05 19:26:00,2024-08-04 19:26:00,12.44,16.06,Delivered
14828,31322,4,USPS,1Z461AA459481711,2024-11-11 11:35:00,2024-11-13 11:35:00,,17.58,17.41,Returned
14829,27325,2,DHL,1Z891AA973226658,2023-04-16 07:11:00,2023-04-20 07:11:00,2023-04-22 07:11:00,4.83,0.97,Delivered
14830,28544,5,USPS,1Z507AA256946809,2023-09-05 18:57:00,2023-09-07 18:57:00,2023-09-10 18:57:00,9.03,11.52,Delivered
14831,8326,5,USPS,1Z613AA668518014,2023-10-23 22:17:00,2023-10-25 22:17:00,2023-10-28 22:17:00,16.28,18.97,Delivered
14832,42467,2,USPS,1Z250AA621655577,2024-11-08 12:55:00,2024-11-12 12:55:00,,11.1,16.63,In Transit
14833,7783,4,FedEx,1Z371AA838712072,2024-10-28 02:57:00,2024-11-02 02:57:00,,24.43,2.16,Returned
14834,15974,2,OnTrac,1Z683AA925175525,2023-05-14 08:14:00,2023-05-17 08:14:00,2023-05-16 08:14:00,7.93,5.05,Delivered
14835,6632,1,USPS,1Z335AA449854425,2024-04-13 14:01:00,2024-04-16 14:01:00,,22.24,5.25,In Transit
14836,8415,5,DHL,1Z390AA693588870,2023-12-09 04:39:00,2023-12-15 04:39:00,,17.24,24.8,In Transit
14837,23608,3,FedEx,1Z830AA814834108,2023-11-19 11:35:00,2023-11-25 11:35:00,2023-11-27 11:35:00,23.26,19.04,Delivered
14838,47379,4,UPS,1Z640AA385809973,2023-01-21 23:41:00,2023-01-24 23:41:00,2023-01-25 23:41:00,4.03,17.58,Delivered
14839,34676,1,DHL,1Z580AA063650731,2023-10-30 08:02:00,2023-11-04 08:02:00,2023-11-04 08:02:00,18.74,3.02,Delivered
14840,30425,5,OnTrac,1Z291AA599326928,2024-07-21 00:50:00,2024-07-25 00:50:00,2024-07-26 00:50:00,22.41,5.33,Delivered
14841,30526,3,UPS,1Z665AA690533419,2023-01-16 06:07:00,2023-01-22 06:07:00,,4.51,24.4,In Transit
14842,5963,4,USPS,1Z168AA460304795,2024-10-19 18:59:00,2024-10-25 18:59:00,,14.79,6.43,In Transit
14843,4956,2,OnTrac,1Z049AA239848681,2023-09-19 09:50:00,2023-09-26 09:50:00,2023-09-25 09:50:00,19.21,13.96,Delivered
14844,49461,1,FedEx,1Z457AA576096668,2024-10-06 16:38:00,2024-10-12 16:38:00,,23.11,1.38,Returned
14845,46743,4,UPS,1Z293AA598820034,2023-01-14 00:36:00,2023-01-16 00:36:00,,10.95,0.69,In Transit
14846,44996,4,FedEx,1Z272AA092093012,2024-08-18 06:53:00,2024-08-22 06:53:00,2024-08-25 06:53:00,13.11,17.68,Delivered
14847,11616,4,FedEx,1Z180AA880562678,2023-04-12 10:46:00,2023-04-15 10:46:00,,16.43,5.85,In Transit
14848,34923,4,UPS,1Z164AA257780027,2024-04-11 07:36:00,2024-04-17 07:36:00,2024-04-16 07:36:00,6.48,20.42,Delivered
14849,14802,5,DHL,1Z338AA397046348,2023-04-22 14:19:00,2023-04-27 14:19:00,,4.62,9.81,In Transit
14850,5604,5,DHL,1Z246AA015498892,2023-09-19 21:33:00,2023-09-25 21:33:00,2023-09-27 21:33:00,12.12,15.44,Delivered
14851,50849,5,USPS,1Z699AA575911681,2023-04-17 20:30:00,2023-04-22 20:30:00,,16.37,24.51,In Transit
14852,11347,3,USPS,1Z371AA052193751,2023-09-11 03:13:00,2023-09-17 03:13:00,,14.22,10.89,In Transit
14853,35546,3,UPS,1Z958AA335585144,2024-11-27 08:23:00,2024-11-30 08:23:00,,12.5,12.44,In Transit
14854,52794,5,USPS,1Z792AA946219296,2024-03-27 17:08:00,2024-04-02 17:08:00,2024-04-05 17:08:00,12.56,10.54,Delivered
14855,9396,2,DHL,1Z749AA057889538,2023-08-22 00:04:00,2023-08-27 00:04:00,2023-08-29 00:04:00,17.16,22.38,Delivered
14856,49037,2,UPS,1Z812AA919791220,2023-06-05 03:40:00,2023-06-09 03:40:00,2023-06-08 03:40:00,24.63,23.86,Delivered
14857,28564,2,FedEx,1Z599AA631383517,2023-12-04 05:14:00,2023-12-06 05:14:00,2023-12-09 05:14:00,19.48,6.9,Delivered
14858,46029,2,UPS,1Z215AA604306638,2023-01-13 21:42:00,2023-01-17 21:42:00,2023-01-20 21:42:00,21.58,16.51,Delivered
14859,12255,1,UPS,1Z428AA931378639,2024-08-23 06:35:00,2024-08-25 06:35:00,,21.4,0.57,In Transit
14860,21552,5,USPS,1Z321AA280468929,2023-02-28 03:12:00,2023-03-04 03:12:00,,17.67,13.11,In Transit
14861,12877,2,USPS,1Z699AA344986241,2023-06-13 02:16:00,2023-06-17 02:16:00,,6.48,14.33,In Transit
14862,13123,1,DHL,1Z241AA682854507,2023-12-24 15:53:00,2023-12-29 15:53:00,,23.56,15.45,Returned
14863,13731,2,USPS,1Z652AA316991403,2023-12-16 04:49:00,2023-12-23 04:49:00,2023-12-26 04:49:00,18.31,17.01,Delivered
14864,24161,1,UPS,1Z809AA908682536,2024-12-18 08:33:00,2024-12-25 08:33:00,2024-12-24 08:33:00,23.07,22.94,Delivered
14865,48796,3,DHL,1Z325AA417124065,2023-10-27 17:35:00,2023-10-31 17:35:00,,10.42,18.27,In Transit
14866,17530,4,FedEx,1Z173AA939167372,2024-11-26 10:12:00,2024-11-30 10:12:00,,7.19,24.57,Returned
14867,18182,1,FedEx,1Z256AA061086121,2023-07-04 23:21:00,2023-07-11 23:21:00,2023-07-11 23:21:00,14.8,19.93,Delivered
14868,27956,5,DHL,1Z676AA967123559,2024-01-09 19:53:00,2024-01-12 19:53:00,,17.63,1.63,Returned
14869,43316,2,UPS,1Z174AA090635465,2024-11-15 14:01:00,2024-11-22 14:01:00,2024-11-24 14:01:00,17.55,2.81,Delivered
14870,34140,5,UPS,1Z472AA313976159,2024-05-29 22:10:00,2024-05-31 22:10:00,2024-06-01 22:10:00,11.91,7.53,Delivered
14871,9355,2,DHL,1Z710AA820054304,2023-09-26 00:37:00,2023-10-03 00:37:00,,9.04,13.66,In Transit
14872,47503,5,FedEx,1Z170AA802050600,2024-02-21 13:12:00,2024-02-26 13:12:00,,16.03,5.0,Returned
14873,13675,3,DHL,1Z374AA297722957,2024-12-29 16:32:00,2025-01-04 16:32:00,2025-01-05 16:32:00,16.25,10.02,Delivered
14874,43143,4,USPS,1Z864AA297883354,2023-08-14 21:54:00,2023-08-20 21:54:00,,21.14,13.01,In Transit
14875,43345,3,DHL,1Z502AA779866416,2024-10-11 01:53:00,2024-10-13 01:53:00,,14.34,6.31,Returned
14876,19416,5,FedEx,1Z997AA676131879,2024-11-14 04:00:00,2024-11-16 04:00:00,2024-11-18 04:00:00,14.76,20.2,Delivered
14877,14028,5,USPS,1Z853AA858042685,2023-07-21 17:35:00,2023-07-26 17:35:00,,7.61,14.97,In Transit
14878,47391,2,UPS,1Z317AA550651682,2023-08-18 01:25:00,2023-08-20 01:25:00,2023-08-23 01:25:00,4.67,20.4,Delivered
14879,25660,2,OnTrac,1Z826AA698602596,2023-08-11 12:56:00,2023-08-15 12:56:00,,24.66,5.7,In Transit
14880,21956,5,DHL,1Z144AA726686946,2023-08-06 23:36:00,2023-08-13 23:36:00,2023-08-14 23:36:00,24.49,23.24,Delivered
14881,21515,5,DHL,1Z096AA829586009,2024-09-09 13:25:00,2024-09-15 13:25:00,,19.97,21.68,Returned
14882,46974,2,FedEx,1Z286AA765977627,2023-07-09 22:26:00,2023-07-16 22:26:00,2023-07-18 22:26:00,10.05,6.39,Delivered
14883,41409,5,OnTrac,1Z853AA069793272,2024-04-22 22:47:00,2024-04-24 22:47:00,,13.12,1.26,Returned
14884,50308,4,FedEx,1Z423AA475148237,2023-05-28 09:27:00,2023-05-30 09:27:00,,22.78,9.39,Returned
14885,29361,3,DHL,1Z102AA148901348,2023-10-18 08:23:00,2023-10-21 08:23:00,,16.11,1.64,In Transit
14886,43870,5,FedEx,1Z320AA540737741,2023-09-22 16:47:00,2023-09-27 16:47:00,,19.1,17.91,In Transit
14887,28204,1,OnTrac,1Z229AA485917467,2024-11-12 05:13:00,2024-11-17 05:13:00,,11.3,24.63,Returned
14888,36209,1,UPS,1Z625AA787469054,2023-11-26 00:21:00,2023-11-30 00:21:00,,8.66,21.55,Returned
14889,8528,4,UPS,1Z432AA519072323,2023-04-16 08:43:00,2023-04-23 08:43:00,2023-04-23 08:43:00,9.5,24.2,Delivered
14890,45226,3,OnTrac,1Z140AA995954778,2023-06-10 09:57:00,2023-06-15 09:57:00,2023-06-17 09:57:00,20.91,8.38,Delivered
14891,12912,3,DHL,1Z402AA392735754,2023-05-21 00:19:00,2023-05-25 00:19:00,2023-05-26 00:19:00,12.9,10.05,Delivered
14892,38259,3,FedEx,1Z998AA785208699,2023-06-08 09:26:00,2023-06-10 09:26:00,2023-06-11 09:26:00,13.93,19.43,Delivered
14893,6945,2,DHL,1Z422AA922854063,2024-08-16 16:28:00,2024-08-23 16:28:00,,5.54,1.55,In Transit
14894,15808,2,DHL,1Z527AA913228710,2024-02-29 06:39:00,2024-03-05 06:39:00,,19.13,13.52,In Transit
