transaction_id,order_id,payment_method,payment_provider,transaction_date,amount,currency,status,card_last_four,authorization_code,processing_fee
18862,13862,Credit Card,Stripe,2024-05-04 19:02:00,1699.16,USD,Completed,7201,AUTH117080,45.85
18863,13863,Credit Card,Stripe,2023-03-11 08:30:00,9281.65,USD,Completed,2686,AUTH334896,279.34
18864,13864,Debit Card,Square,2023-11-18 08:09:00,1344.54,USD,Completed,5903,AUTH221806,43.81
18865,13865,Apple Pay,Apple,2024-05-27 16:52:00,1887.55,USD,Completed,,AUTH375838,33.95
18866,13866,Debit Card,Square,2024-09-20 21:21:00,948.61,USD,Completed,2758,AUTH186501,29.18
18867,13867,Credit Card,Stripe,2024-06-27 15:03:00,4372.08,USD,Completed,3598,AUTH471812,88.92
18868,13868,Debit Card,Square,2024-01-28 10:50:00,77.39,USD,Completed,5900,AUTH658834,1.91
18869,13869,Bank Transfer,ACH,2024-01-01 15:39:00,130.76,USD,Completed,,AUTH693683,3.1
18870,13870,PayPal,PayPal,2023-11-12 07:15:00,405.09,USD,Completed,,AUTH192911,9.59
18871,13871,Apple Pay,Apple,2023-11-24 07:22:00,2690.46,USD,Completed,,AUTH132121,47.44
18872,13872,Debit Card,Square,2023-11-17 21:23:00,1142.77,USD,Completed,7888,AUTH378459,37.83
18873,13873,Credit Card,Stripe,2024-09-25 12:30:00,2351.7,USD,Refunded,4461,AUTH793983,41.44
18874,13874,Bank Transfer,ACH,2024-10-23 21:44:00,6238.3,USD,Refunded,,AUTH270915,198.34
18875,13875,Bank Transfer,ACH,2024-11-13 21:11:00,3943.47,USD,Completed,,AUTH955453,85.03
18876,13876,Apple Pay,Apple,2023-06-24 19:42:00,1772.28,USD,Completed,,AUTH137943,45.57
18877,13877,Debit Card,Square,2023-07-07 11:15:00,13.96,USD,Completed,5105,AUTH447523,0.46
18878,13878,PayPal,PayPal,2023-08-18 18:42:00,227.58,USD,Completed,,AUTH369883,4.7
18879,13879,PayPal,PayPal,2023-11-06 19:09:00,601.48,USD,Completed,,AUTH512407,10.96
18880,13880,PayPal,PayPal,2024-07-16 20:11:00,671.56,USD,Completed,,AUTH514646,22.5
18881,13881,Apple Pay,Apple,2023-12-28 10:58:00,436.94,USD,Completed,,AUTH475370,13.88
18882,13882,Bank Transfer,ACH,2024-02-27 20:35:00,101.08,USD,Completed,,AUTH517382,2.22
18883,13883,Apple Pay,Apple,2023-12-15 10:43:00,3468.28,USD,Completed,,AUTH713310,102.13
18884,13884,Credit Card,Stripe,2023-10-02 12:10:00,405.84,USD,Completed,5998,AUTH416295,9.76
18885,13885,Credit Card,Stripe,2023-02-04 15:57:00,651.61,USD,Completed,8216,AUTH837448,18.66
18886,13886,Debit Card,Square,2023-09-11 12:14:00,4272.4,USD,Completed,9769,AUTH382384,93.18
18887,13887,PayPal,PayPal,2023-04-10 17:57:00,11168.14,USD,Completed,,AUTH107728,366.33
18888,13888,Credit Card,Stripe,2024-09-03 20:57:00,2499.02,USD,Refunded,8604,AUTH819100,75.29
18889,13889,Debit Card,Square,2024-03-06 21:48:00,6952.41,USD,Completed,6946,AUTH271680,185.68
18890,13890,Google Pay,Google,2023-10-15 21:38:00,3162.48,USD,Completed,,AUTH275807,66.11
18891,13891,Credit Card,Stripe,2024-03-11 08:43:00,4659.09,USD,Refunded,1909,AUTH405687,101.37
18892,13892,Bank Transfer,ACH,2024-09-17 14:44:00,5906.33,USD,Completed,,AUTH690300,114.4
18893,13893,PayPal,PayPal,2024-07-26 22:04:00,4793.02,USD,Completed,,AUTH755955,155.68
18894,13894,PayPal,PayPal,2023-02-27 11:10:00,6958.98,USD,Completed,,AUTH423611,145.96
18895,13895,Apple Pay,Apple,2023-12-12 10:42:00,1465.1,USD,Completed,,AUTH556133,22.53
18896,13896,PayPal,PayPal,2024-02-15 07:46:00,1037.44,USD,Completed,,AUTH947986,28.36
18897,13897,Debit Card,Square,2023-03-24 15:52:00,3181.23,USD,Completed,1617,AUTH878640,72.54
18898,13898,Google Pay,Google,2024-10-18 07:44:00,1310.12,USD,Completed,,AUTH916070,44.34
18899,13899,PayPal,PayPal,2023-10-22 09:47:00,552.48,USD,Completed,,AUTH527699,11.0
18900,13900,Credit Card,Stripe,2023-10-11 09:12:00,1951.59,USD,Completed,8778,AUTH426914,47.74
18901,13901,Apple Pay,Apple,2023-11-07 14:44:00,592.0,USD,Completed,,AUTH430540,14.67
18902,13902,Apple Pay,Apple,2024-11-15 08:04:00,69.74,USD,Completed,,AUTH318182,1.35
18903,13903,Apple Pay,Apple,2024-06-05 11:02:00,5019.24,USD,Refunded,,AUTH803766,143.9
18904,13904,Google Pay,Google,2023-04-20 18:52:00,2285.76,USD,Completed,,AUTH776867,51.84
18905,13905,Credit Card,Stripe,2024-01-07 21:03:00,924.62,USD,Completed,5154,AUTH481673,20.99
18906,13906,Google Pay,Google,2023-11-12 17:42:00,1884.24,USD,Completed,,AUTH877560,40.06
18907,13907,Bank Transfer,ACH,2024-04-06 12:35:00,2260.4,USD,Completed,,AUTH429027,54.45
18908,13908,Credit Card,Stripe,2024-04-15 20:26:00,2219.83,USD,Completed,3025,AUTH600109,46.8
18909,13909,Credit Card,Stripe,2024-10-27 10:14:00,160.36,USD,Refunded,4077,AUTH228641,2.54
18910,13910,Debit Card,Square,2024-03-28 13:52:00,6.71,USD,Completed,8818,AUTH783995,0.22
18911,13911,PayPal,PayPal,2024-03-10 08:37:00,387.24,USD,Completed,,AUTH799280,11.93
18912,13912,PayPal,PayPal,2023-09-12 22:10:00,3394.74,USD,Failed,,AUTH209474,58.8
18913,13913,Bank Transfer,ACH,2023-10-26 08:32:00,1753.3,USD,Completed,,AUTH110520,27.27
18914,13914,Debit Card,Square,2024-04-17 11:28:00,1848.44,USD,Completed,2482,AUTH357601,48.64
18915,13915,Credit Card,Stripe,2024-11-11 17:22:00,2859.95,USD,Completed,5045,AUTH817357,52.74
18916,13916,Credit Card,Stripe,2024-01-12 12:36:00,47.76,USD,Completed,4866,AUTH209578,1.45
18917,13917,Debit Card,Square,2024-11-06 18:38:00,214.6,USD,Completed,9595,AUTH258438,6.95
18918,13918,PayPal,PayPal,2023-09-10 13:55:00,58.32,USD,Completed,,AUTH317812,1.96
18919,13919,Debit Card,Square,2024-12-17 13:02:00,2249.81,USD,Completed,8950,AUTH351407,60.86
18920,13920,PayPal,PayPal,2024-05-18 09:42:00,6475.48,USD,Completed,,AUTH277800,225.48
18921,13921,Debit Card,Square,2024-09-18 08:25:00,510.15,USD,Completed,5711,AUTH858024,9.47
18922,13922,Debit Card,Square,2024-08-05 20:21:00,308.18,USD,Completed,7076,AUTH550160,6.54
18923,13923,PayPal,PayPal,2023-02-01 11:41:00,530.45,USD,Completed,,AUTH298987,12.04
18924,13924,Apple Pay,Apple,2024-01-16 11:18:00,304.04,USD,Completed,,AUTH138950,7.19
18925,13925,Credit Card,Stripe,2023-10-18 11:21:00,4763.91,USD,Completed,2670,AUTH133490,75.85
18926,13926,Bank Transfer,ACH,2024-12-26 10:49:00,7443.35,USD,Completed,,AUTH733223,196.5
18927,13927,PayPal,PayPal,2023-12-26 19:01:00,4904.29,USD,Completed,,AUTH255785,85.6
18928,13928,Debit Card,Square,2024-08-26 17:27:00,36.23,USD,Completed,9811,AUTH805077,0.65
18929,13929,Google Pay,Google,2024-11-28 10:27:00,10335.48,USD,Completed,,AUTH194514,332.78
18930,13930,Bank Transfer,ACH,2024-06-02 22:57:00,6197.64,USD,Completed,,AUTH667062,212.23
18931,13931,PayPal,PayPal,2023-11-13 16:16:00,364.22,USD,Completed,,AUTH276607,7.09
18932,13932,Bank Transfer,ACH,2023-10-13 11:31:00,38.24,USD,Completed,,AUTH485723,0.98
18933,13933,Google Pay,Google,2023-12-27 17:16:00,3920.26,USD,Completed,,AUTH299249,107.72
18934,13934,Credit Card,Stripe,2023-01-20 15:50:00,79.23,USD,Completed,3726,AUTH645631,2.4
18935,13935,Apple Pay,Apple,2024-10-10 22:18:00,2325.11,USD,Completed,,AUTH160137,51.49
18936,13936,Credit Card,Stripe,2023-06-09 08:55:00,7329.71,USD,Completed,7927,AUTH580483,120.37
18937,13937,PayPal,PayPal,2023-11-07 15:00:00,2423.94,USD,Completed,,AUTH854351,71.96
18938,13938,PayPal,PayPal,2024-01-06 20:03:00,5640.71,USD,Completed,,AUTH112205,145.67
18939,13939,Credit Card,Stripe,2024-12-07 14:19:00,69.28,USD,Completed,5693,AUTH430395,1.6
18940,13940,Debit Card,Square,2024-12-06 07:32:00,415.54,USD,Completed,3527,AUTH450898,11.53
18941,13941,Apple Pay,Apple,2024-10-15 15:53:00,299.88,USD,Completed,,AUTH814394,8.11
18942,13942,Google Pay,Google,2024-09-18 15:09:00,531.17,USD,Completed,,AUTH365382,8.5
18943,13943,Debit Card,Square,2024-10-21 13:12:00,2061.88,USD,Completed,2299,AUTH493753,64.31
18944,13944,Apple Pay,Apple,2024-12-13 09:50:00,7020.8,USD,Completed,,AUTH191604,124.68
18945,13945,Bank Transfer,ACH,2024-11-22 16:20:00,2249.3,USD,Completed,,AUTH836901,65.01
18946,13946,Credit Card,Stripe,2024-10-26 18:15:00,3934.67,USD,Completed,4310,AUTH343093,131.21
18947,13947,PayPal,PayPal,2024-08-16 19:14:00,255.0,USD,Completed,,AUTH280868,4.25
18948,13948,Debit Card,Square,2023-06-16 07:56:00,2531.9,USD,Completed,3486,AUTH220908,44.66
18949,13949,Credit Card,Stripe,2024-01-01 15:16:00,782.26,USD,Completed,7001,AUTH127597,20.1
18950,13950,Credit Card,Stripe,2024-01-06 17:56:00,411.62,USD,Completed,9862,AUTH826774,9.21
18951,13951,PayPal,PayPal,2023-12-21 07:52:00,833.47,USD,Completed,,AUTH763735,23.89
18952,13952,Debit Card,Square,2024-09-18 15:10:00,73.96,USD,Completed,6271,AUTH192975,2.22
18953,13953,PayPal,PayPal,2024-03-12 18:22:00,4420.59,USD,Completed,,AUTH613084,122.15
18954,13954,PayPal,PayPal,2023-08-08 13:46:00,3735.18,USD,Completed,,AUTH490860,82.73
18955,13955,PayPal,PayPal,2024-01-19 21:29:00,2151.89,USD,Completed,,AUTH259730,48.02
18956,13956,Google Pay,Google,2024-12-19 17:20:00,6289.26,USD,Completed,,AUTH605770,100.54
18957,13957,Debit Card,Square,2023-07-12 17:03:00,316.93,USD,Completed,8756,AUTH470059,6.55
18958,13958,PayPal,PayPal,2024-07-27 12:55:00,1200.7,USD,Completed,,AUTH585438,23.24
18959,13959,Google Pay,Google,2023-11-09 17:51:00,10156.57,USD,Completed,,AUTH786176,230.55
18960,13960,Credit Card,Stripe,2024-12-13 16:38:00,5573.61,USD,Refunded,2552,AUTH610869,99.91
18961,13961,Credit Card,Stripe,2024-10-25 08:32:00,439.65,USD,Completed,2911,AUTH452045,13.48
18962,13962,Bank Transfer,ACH,2024-12-13 09:13:00,2611.45,USD,Completed,,AUTH654982,79.46
18963,13963,Debit Card,Square,2024-05-22 11:12:00,4101.53,USD,Completed,7974,AUTH266564,103.37
18964,13964,Debit Card,Square,2024-04-21 21:16:00,3318.83,USD,Failed,7834,AUTH406403,56.11
18965,13965,Debit Card,Square,2024-11-02 15:39:00,3182.51,USD,Completed,8691,AUTH679049,61.53
18966,13966,Bank Transfer,ACH,2023-02-25 07:54:00,669.99,USD,Refunded,,AUTH603055,12.3
18967,13967,Debit Card,Square,2024-01-14 18:15:00,4944.32,USD,Completed,4932,AUTH930621,123.74
18968,13968,Credit Card,Stripe,2023-12-01 14:38:00,64.98,USD,Failed,9405,AUTH895111,1.38
18969,13969,Bank Transfer,ACH,2023-10-07 12:50:00,3737.82,USD,Completed,,AUTH120472,74.87
18970,13970,Credit Card,Stripe,2023-05-15 12:51:00,8387.64,USD,Refunded,7864,AUTH681265,161.88
18971,13971,Debit Card,Square,2023-05-07 10:09:00,1463.47,USD,Completed,3557,AUTH205663,29.0
18972,13972,Credit Card,Stripe,2023-08-05 07:34:00,6915.19,USD,Completed,3638,AUTH590769,117.36
18973,13973,PayPal,PayPal,2024-03-07 15:22:00,820.6,USD,Completed,,AUTH153686,23.62
18974,13974,Apple Pay,Apple,2023-12-11 14:46:00,1350.22,USD,Completed,,AUTH463373,29.48
18975,13975,Google Pay,Google,2023-07-19 14:17:00,2537.24,USD,Completed,,AUTH513092,58.35
18976,13976,Credit Card,Stripe,2024-01-24 09:38:00,1263.67,USD,Completed,2811,AUTH142071,19.04
18977,13977,Credit Card,Stripe,2024-11-24 20:54:00,5658.48,USD,Completed,1596,AUTH491526,110.36
18978,13978,Debit Card,Square,2023-01-19 19:02:00,3085.01,USD,Completed,2285,AUTH478816,51.33
18979,13979,Debit Card,Square,2024-06-13 21:09:00,1408.12,USD,Completed,3570,AUTH581345,22.16
18980,13980,PayPal,PayPal,2024-07-26 13:25:00,4083.67,USD,Failed,,AUTH881925,100.96
18981,13981,Credit Card,Stripe,2024-07-11 11:02:00,174.52,USD,Completed,2753,AUTH502576,5.26
18982,13982,Bank Transfer,ACH,2023-11-26 12:34:00,5435.6,USD,Completed,,AUTH373112,127.16
18983,13983,Google Pay,Google,2023-09-24 08:19:00,584.95,USD,Completed,,AUTH253663,17.36
18984,13984,Google Pay,Google,2023-01-13 12:52:00,2136.39,USD,Completed,,AUTH494020,72.93
18985,13985,PayPal,PayPal,2024-03-12 20:16:00,5575.65,USD,Completed,,AUTH912807,155.88
18986,13986,PayPal,PayPal,2023-10-23 07:31:00,343.49,USD,Completed,,AUTH305388,9.63
18987,13987,Credit Card,Stripe,2024-10-20 10:25:00,1964.8,USD,Completed,1908,AUTH528230,44.78
18988,13988,Credit Card,Stripe,2023-10-08 16:08:00,1042.8,USD,Completed,8561,AUTH435141,17.53
18989,13989,Credit Card,Stripe,2023-12-19 07:02:00,312.98,USD,Completed,4637,AUTH237945,5.58
18990,13990,Bank Transfer,ACH,2024-06-11 18:48:00,2030.5,USD,Completed,,AUTH591438,37.62
18991,13991,Debit Card,Square,2024-10-19 18:08:00,2551.84,USD,Completed,6692,AUTH503524,65.42
18992,13992,Google Pay,Google,2024-03-27 12:59:00,6259.59,USD,Completed,,AUTH551288,123.22
18993,13993,Bank Transfer,ACH,2024-10-08 17:43:00,122.78,USD,Completed,,AUTH466793,1.87
18994,13994,PayPal,PayPal,2024-03-04 20:28:00,5087.21,USD,Completed,,AUTH495815,79.56
18995,13995,Credit Card,Stripe,2024-09-02 12:38:00,5687.38,USD,Completed,1492,AUTH535599,174.03
18996,13996,Credit Card,Stripe,2023-12-16 21:26:00,576.69,USD,Refunded,9348,AUTH476867,13.07
18997,13997,Debit Card,Square,2023-02-11 11:15:00,5250.85,USD,Completed,8218,AUTH534868,105.48
18998,13998,PayPal,PayPal,2024-09-27 09:36:00,376.96,USD,Completed,,AUTH140265,10.52
18999,13999,PayPal,PayPal,2024-10-07 15:47:00,2430.16,USD,Completed,,AUTH241028,37.83
19000,14000,PayPal,PayPal,2023-12-10 11:58:00,1691.31,USD,Completed,,AUTH822548,58.83
19001,14001,Credit Card,Stripe,2024-12-20 10:11:00,10.04,USD,Completed,7032,AUTH756271,0.34
19002,14002,Credit Card,Stripe,2023-08-17 18:59:00,83.68,USD,Completed,3272,AUTH534616,2.24
19003,14003,Bank Transfer,ACH,2023-02-20 08:02:00,351.48,USD,Completed,,AUTH680113,9.21
19004,14004,Debit Card,Square,2024-06-23 15:29:00,5217.74,USD,Failed,7614,AUTH609521,112.65
19005,14005,Bank Transfer,ACH,2023-09-02 13:01:00,115.35,USD,Completed,,AUTH804181,2.14
19006,14006,Apple Pay,Apple,2024-10-18 12:52:00,2696.28,USD,Completed,,AUTH532740,94.13
19007,14007,Apple Pay,Apple,2023-02-18 11:38:00,2086.15,USD,Completed,,AUTH436312,64.18
19008,14008,Credit Card,Stripe,2023-03-22 14:45:00,807.43,USD,Completed,8377,AUTH249705,16.31
19009,14009,PayPal,PayPal,2024-06-05 15:42:00,2262.17,USD,Failed,,AUTH273171,49.5
19010,14010,Bank Transfer,ACH,2023-07-15 20:12:00,3603.57,USD,Completed,,AUTH292144,75.65
19011,14011,Apple Pay,Apple,2024-12-02 20:47:00,2735.66,USD,Completed,,AUTH132755,71.28
19012,14012,Google Pay,Google,2024-02-17 15:57:00,902.54,USD,Completed,,AUTH245089,23.12
19013,14013,PayPal,PayPal,2024-08-03 19:04:00,882.84,USD,Refunded,,AUTH790976,24.24
19014,14014,Credit Card,Stripe,2024-02-04 12:26:00,487.8,USD,Refunded,9549,AUTH897120,9.09
19015,14015,Bank Transfer,ACH,2024-10-28 19:54:00,384.46,USD,Completed,,AUTH255437,12.84
19016,14016,Debit Card,Square,2024-04-16 08:29:00,3821.89,USD,Completed,4915,AUTH388666,77.74
19017,14017,Debit Card,Square,2024-12-03 17:07:00,162.99,USD,Completed,7756,AUTH322276,5.23
19018,14018,Credit Card,Stripe,2024-10-19 22:42:00,53.66,USD,Completed,4498,AUTH687365,1.64
19019,14019,PayPal,PayPal,2024-04-08 17:28:00,3200.22,USD,Completed,,AUTH596069,107.61
19020,14020,Credit Card,Stripe,2024-12-13 09:07:00,4560.98,USD,Completed,4958,AUTH285783,83.71
19021,14021,Apple Pay,Apple,2023-10-11 09:36:00,2737.05,USD,Completed,,AUTH776825,74.44
19022,14022,PayPal,PayPal,2024-09-26 18:28:00,159.56,USD,Completed,,AUTH439295,2.98
19023,14023,Credit Card,Stripe,2023-06-18 15:17:00,186.21,USD,Completed,7130,AUTH877085,3.96
19024,14024,Apple Pay,Apple,2024-08-08 17:18:00,240.37,USD,Completed,,AUTH102428,6.02
19025,14025,PayPal,PayPal,2023-06-08 08:04:00,1052.23,USD,Completed,,AUTH350277,20.43
19026,14026,Credit Card,Stripe,2024-05-26 08:48:00,123.8,USD,Completed,1208,AUTH646100,2.14
19027,14027,Bank Transfer,ACH,2023-11-01 16:23:00,649.62,USD,Completed,,AUTH420696,21.05
19028,14028,Debit Card,Square,2023-07-20 19:35:00,558.68,USD,Completed,1585,AUTH621812,10.96
19029,14029,Google Pay,Google,2024-07-20 15:27:00,16.7,USD,Completed,,AUTH601472,0.44
19030,14030,Bank Transfer,ACH,2024-04-02 07:38:00,6923.9,USD,Completed,,AUTH348008,196.26
19031,14031,Bank Transfer,ACH,2024-11-14 10:55:00,147.18,USD,Completed,,AUTH202414,2.67
19032,14032,Bank Transfer,ACH,2023-07-22 16:48:00,2691.08,USD,Completed,,AUTH468511,56.57
19033,14033,PayPal,PayPal,2023-07-23 17:48:00,794.71,USD,Completed,,AUTH136113,15.72
19034,14034,Google Pay,Google,2023-11-21 21:43:00,42.88,USD,Completed,,AUTH490363,1.35
19035,14035,Google Pay,Google,2023-06-04 10:19:00,4827.49,USD,Completed,,AUTH131216,100.3
19036,14036,Debit Card,Square,2023-12-02 17:20:00,200.64,USD,Completed,7495,AUTH277535,4.95
19037,14037,PayPal,PayPal,2023-03-28 11:51:00,501.64,USD,Completed,,AUTH224762,8.41
19038,14038,Bank Transfer,ACH,2023-11-26 19:46:00,7396.33,USD,Completed,,AUTH603567,241.31
19039,14039,PayPal,PayPal,2024-09-08 12:52:00,3142.6,USD,Refunded,,AUTH127540,74.28
19040,14040,Credit Card,Stripe,2023-03-11 18:36:00,24.88,USD,Completed,5367,AUTH688765,0.84
19041,14041,PayPal,PayPal,2024-05-22 15:51:00,56.87,USD,Completed,,AUTH671057,1.19
19042,14042,Credit Card,Stripe,2024-10-01 11:22:00,205.29,USD,Completed,2013,AUTH666126,3.37
19043,14043,Credit Card,Stripe,2024-12-03 18:25:00,5053.86,USD,Completed,9165,AUTH822029,100.12
19044,14044,Credit Card,Stripe,2024-03-09 11:08:00,4556.4,USD,Completed,7481,AUTH310816,99.24
19045,14045,PayPal,PayPal,2024-05-13 10:55:00,2050.84,USD,Completed,,AUTH288734,71.69
19046,14046,Bank Transfer,ACH,2024-11-03 19:16:00,1376.46,USD,Completed,,AUTH454968,42.06
19047,14047,Google Pay,Google,2023-06-11 22:40:00,330.68,USD,Completed,,AUTH707967,6.84
19048,14048,Debit Card,Square,2023-11-06 22:24:00,1982.87,USD,Completed,7070,AUTH615710,62.09
19049,14049,Bank Transfer,ACH,2024-12-09 22:38:00,6831.53,USD,Failed,,AUTH565092,200.85
19050,14050,Bank Transfer,ACH,2023-12-05 07:42:00,3549.36,USD,Completed,,AUTH852665,89.13
19051,14051,PayPal,PayPal,2024-04-06 10:17:00,109.44,USD,Completed,,AUTH554754,3.24
19052,14052,Credit Card,Stripe,2024-11-11 08:58:00,42.24,USD,Completed,5158,AUTH564708,1.29
19053,14053,PayPal,PayPal,2024-07-22 21:34:00,383.46,USD,Completed,,AUTH164930,13.24
19054,14054,Debit Card,Square,2023-04-19 11:02:00,202.24,USD,Completed,5077,AUTH700275,6.39
19055,14055,Debit Card,Square,2023-08-27 18:15:00,2605.74,USD,Completed,1984,AUTH506831,88.37
19056,14056,Debit Card,Square,2023-10-28 11:22:00,1933.95,USD,Completed,6683,AUTH677149,46.6
19057,14057,PayPal,PayPal,2023-05-24 22:27:00,1591.08,USD,Completed,,AUTH151847,49.09
19058,14058,Debit Card,Square,2024-05-18 18:38:00,4182.4,USD,Completed,2170,AUTH764019,78.27
19059,14059,PayPal,PayPal,2024-11-22 13:14:00,5215.56,USD,Refunded,,AUTH604807,101.1
19060,14060,Debit Card,Square,2023-10-17 22:49:00,6181.95,USD,Completed,9786,AUTH866520,175.93
19061,14061,Credit Card,Stripe,2024-08-28 17:24:00,2149.12,USD,Completed,4684,AUTH798563,39.15
19062,14062,Debit Card,Square,2023-10-22 16:26:00,647.68,USD,Completed,6944,AUTH904510,13.79
19063,14063,Apple Pay,Apple,2023-07-19 10:18:00,3387.86,USD,Completed,,AUTH824497,76.87
19064,14064,Apple Pay,Apple,2024-02-19 08:49:00,3884.45,USD,Failed,,AUTH873061,128.01
19065,14065,Apple Pay,Apple,2023-12-20 21:31:00,2195.72,USD,Completed,,AUTH359692,60.32
19066,14066,Credit Card,Stripe,2024-11-10 19:04:00,5162.83,USD,Completed,2110,AUTH502270,150.93
19067,14067,Google Pay,Google,2024-08-11 08:21:00,7317.23,USD,Refunded,,AUTH178983,179.18
19068,14068,Apple Pay,Apple,2023-12-09 17:04:00,730.14,USD,Completed,,AUTH961714,14.42
19069,14069,PayPal,PayPal,2024-07-12 09:28:00,783.56,USD,Completed,,AUTH733083,27.13
19070,14070,PayPal,PayPal,2023-05-01 11:00:00,2904.6,USD,Completed,,AUTH789544,86.46
19071,14071,Credit Card,Stripe,2023-01-03 20:35:00,6283.22,USD,Completed,1248,AUTH707719,161.81
19072,14072,Bank Transfer,ACH,2024-11-01 12:05:00,4006.61,USD,Completed,,AUTH508158,106.64
19073,14073,PayPal,PayPal,2023-11-04 14:49:00,3477.06,USD,Completed,,AUTH324228,83.89
19074,14074,Debit Card,Square,2023-08-17 21:30:00,2563.84,USD,Completed,7454,AUTH167630,88.71
19075,14075,Apple Pay,Apple,2024-05-06 22:42:00,6223.12,USD,Completed,,AUTH783422,143.54
19076,14076,Credit Card,Stripe,2023-09-09 14:36:00,2957.39,USD,Completed,3221,AUTH939091,95.04
19077,14077,Bank Transfer,ACH,2023-10-28 07:06:00,712.02,USD,Completed,,AUTH416970,17.77
19078,14078,PayPal,PayPal,2023-08-22 20:08:00,9980.72,USD,Completed,,AUTH910522,275.86
19079,14079,PayPal,PayPal,2023-04-20 15:48:00,783.6,USD,Completed,,AUTH583125,25.65
19080,14080,Apple Pay,Apple,2024-05-11 10:23:00,3200.22,USD,Completed,,AUTH877255,92.75
19081,14081,Google Pay,Google,2024-01-18 11:10:00,127.95,USD,Completed,,AUTH403295,4.34
19082,14082,Debit Card,Square,2023-09-05 21:50:00,359.59,USD,Completed,6004,AUTH347530,6.01
19083,14083,Credit Card,Stripe,2024-08-06 13:53:00,2913.1,USD,Completed,1530,AUTH581023,76.16
19084,14084,Debit Card,Square,2024-10-26 08:10:00,75.15,USD,Completed,7815,AUTH893145,2.4
19085,14085,Credit Card,Stripe,2023-10-06 22:51:00,12.35,USD,Completed,6527,AUTH620721,0.34
19086,14086,Credit Card,Stripe,2024-05-18 18:47:00,338.42,USD,Completed,1247,AUTH218504,8.97
19087,14087,Apple Pay,Apple,2024-06-10 07:36:00,3566.08,USD,Completed,,AUTH622205,103.33
19088,14088,Debit Card,Square,2023-06-09 22:22:00,525.52,USD,Completed,1956,AUTH752713,10.62
19089,14089,Google Pay,Google,2023-05-01 16:15:00,2569.41,USD,Refunded,,AUTH685531,85.18
19090,14090,Debit Card,Square,2024-09-03 21:28:00,224.08,USD,Completed,5194,AUTH806695,6.98
19091,14091,Debit Card,Square,2024-06-03 11:48:00,1615.81,USD,Completed,6038,AUTH903142,40.46
19092,14092,Credit Card,Stripe,2023-08-19 15:57:00,4183.62,USD,Completed,9512,AUTH358374,67.6
19093,14093,Credit Card,Stripe,2023-11-08 17:34:00,8.79,USD,Refunded,1664,AUTH491842,0.16
19094,14094,Bank Transfer,ACH,2024-07-04 16:56:00,3570.99,USD,Completed,,AUTH184507,113.72
19095,14095,Credit Card,Stripe,2024-04-07 17:05:00,4274.06,USD,Completed,7300,AUTH564343,145.23
19096,14096,Credit Card,Stripe,2023-03-19 08:10:00,655.53,USD,Refunded,3974,AUTH778366,21.24
19097,14097,Google Pay,Google,2023-12-09 15:39:00,5238.92,USD,Completed,,AUTH188295,98.12
19098,14098,Debit Card,Square,2024-03-27 21:05:00,6402.58,USD,Completed,1357,AUTH301550,175.2
19099,14099,Credit Card,Stripe,2024-02-25 11:34:00,10845.28,USD,Completed,3012,AUTH947215,376.07
19100,14100,Bank Transfer,ACH,2024-10-11 10:45:00,3321.09,USD,Completed,,AUTH909326,61.92
19101,14101,Credit Card,Stripe,2023-02-15 10:46:00,4070.86,USD,Completed,8754,AUTH952761,70.15
19102,14102,Google Pay,Google,2023-12-18 11:25:00,3042.96,USD,Completed,,AUTH954783,62.94
19103,14103,Google Pay,Google,2024-10-21 10:30:00,4208.3,USD,Completed,,AUTH638108,112.26
19104,14104,Credit Card,Stripe,2023-12-26 09:02:00,1147.9,USD,Completed,2324,AUTH596614,21.3
19105,14105,Google Pay,Google,2024-06-23 12:01:00,2838.91,USD,Completed,,AUTH579135,84.81
19106,14106,Debit Card,Square,2023-10-18 09:20:00,6488.4,USD,Completed,6931,AUTH326882,122.78
19107,14107,Bank Transfer,ACH,2024-12-06 12:11:00,2791.9,USD,Completed,,AUTH252683,61.49
19108,14108,Credit Card,Stripe,2024-08-03 14:23:00,880.12,USD,Completed,1595,AUTH395634,24.64
19109,14109,PayPal,PayPal,2024-07-06 17:11:00,5217.21,USD,Completed,,AUTH421602,112.44
19110,14110,Credit Card,Stripe,2023-03-11 11:46:00,2886.46,USD,Completed,3730,AUTH329331,96.72
19111,14111,Credit Card,Stripe,2024-05-17 10:19:00,1922.52,USD,Completed,4511,AUTH171564,49.92
19112,14112,Google Pay,Google,2024-04-27 15:26:00,2372.18,USD,Completed,,AUTH950982,54.72
19113,14113,Apple Pay,Apple,2024-10-18 11:42:00,650.48,USD,Completed,,AUTH457376,21.98
19114,14114,PayPal,PayPal,2023-03-06 09:53:00,1317.44,USD,Refunded,,AUTH754461,34.43
19115,14115,Credit Card,Stripe,2024-04-06 17:30:00,4813.62,USD,Completed,4178,AUTH271376,86.34
19116,14116,Credit Card,Stripe,2024-08-03 19:19:00,91.28,USD,Completed,9990,AUTH461841,2.81
19117,14117,Debit Card,Square,2024-10-14 08:17:00,5255.49,USD,Completed,3399,AUTH158176,183.25
19118,14118,PayPal,PayPal,2023-05-01 22:31:00,2330.48,USD,Completed,,AUTH970060,56.29
19119,14119,PayPal,PayPal,2024-01-23 22:23:00,2774.87,USD,Completed,,AUTH490446,59.79
